-1	0.038461538
-0.99879546	0.038550785
-0.99518473	0.038820153
-0.98917651	0.039274592
-0.98078528	0.03992256
-0.97003125	0.040776356
-0.95694034	0.041852614
-0.94154407	0.043172989
-0.92387953	0.044765092
-0.90398929	0.046663739
-0.88192126	0.048912605
-0.85772861	0.051566436
-0.83146961	0.054693995
-0.80320753	0.058382029
-0.77301045	0.062740653
-0.74095113	0.067910727
-0.70710678	0.074074074
-0.67155895	0.081467817
-0.63439328	0.090404707
-0.5956993	0.10130233
-0.55557023	0.11472551
-0.51410274	0.13144852
-0.47139674	0.15254664
-0.42755509	0.17953051
-0.38268343	0.21453863
-0.33688985	0.26059519
-0.29028468	0.32189223
-0.24298018	0.4038798
-0.19509032	0.5124248
-0.14673047	0.65009116
-0.09801714	0.80633197
-0.049067674	0.94322634
6.12E-17	1
0.049067674	0.94322634
0.09801714	0.80633197
0.14673047	0.65009116
0.19509032	0.5124248
0.24298018	0.4038798
0.29028468	0.32189223
0.33688985	0.26059519
0.38268343	0.21453863
0.42755509	0.17953051
0.47139674	0.15254664
0.51410274	0.13144852
0.55557023	0.11472551
0.5956993	0.10130233
0.63439328	0.090404707
0.67155895	0.081467817
0.70710678	0.074074074
0.74095113	0.067910727
0.77301045	0.062740653
0.80320753	0.058382029
0.83146961	0.054693995
0.85772861	0.051566436
0.88192126	0.048912605
0.90398929	0.046663739
0.92387953	0.044765092
0.94154407	0.043172989
0.95694034	0.041852614
0.97003125	0.040776356
0.98078528	0.03992256
0.98917651	0.039274592
0.99518473	0.038820153
0.99879546	0.038550785
1	0.038461538
